timestamp,value1,value2,value3,value4,value5
18th April 2019,&#x1f600,&#x1f602,&#x1f60d,&#x1f61d,&#x1f911

17th April 2019,&#x1f61c,&#x1f602,&#x1f624,&#x1f60d,&#x1f917

16th April 2019,&#x1f911,&#x1f60e,&#x1f43c,&#x1f634,&#x1f607

15th April 2019,&#x1f911,&#x1f60d,&#x1f607,&#x1f911,&#x1f60d

14th April 2019,&#x1f600,&#x1f60d,&#x1f60a,&#x1f61d,&#x1f607

13th April 2019,&#x1f607,&#x1f618,&#x1f643,&#x1f917,&#x1f602

12th April 2019,&#x1f91e,&#x1f988,&#x1f98a,&#x1f98b,&#x1f62c

11th April 2019,&#x1f60d,&#x1f602,&#x1f61c,&#x1f60f,&#x1f495

10th April 2019,&#x1f60d,&#x1f602,&#x1f61c,&#x1f914,&#x1f4a9

9th April 2019,&#x1f32a,&#x1f333,&#x1f33b,&#x1f421,&#x1f31e

8th April 2019,&#x1f602,&#x1f61c,&#x1f606,&#x1f643,&#x1f60a

7th April 2019,&#x1f602,&#x1f60d,&#x1f60e,u2600,&#x1f60f

6th April 2019,&#x1f606,&#x1f607,&#x1f609,&#x1f60e,&#x1f917

5th April 2019,&#x1f602,&#x1f607,&#x1f60b,&#x1f618,&#x1f61c

4th April 2019,&#x1f60b,&#x1f618,&#x1f917,&#x1f602,&#x1f60e

3rd April 2019,&#x1f609,&#x1f61d,&#x1f60e,&#x1f495,&#x1f31e

2nd April 2019,&#x1f60b,&#x1f61c,&#x1f914,&#x1f619,&#x1f61d

1st April 2019,&#x1f602,&#x1f354,&#x1f42a,&#x1f36d,u26fa

31st March 2019,&#x1f917,&#x1f60e,&#x1f914,&#x1f636,&#x1f607

30th March 2019,&#x1f61c,&#x1f60a,&#x1f917,&#x1f914,&#x1f602

29th March 2019,&#x1f405,&#x1f353,&#x1f60d,&#x1f608,&#x1f431

28th March 2019,&#x1f606,&#x1f917,&#x1f618,&#x1f609,&#x1f61c

27th March 2019,&#x1f60e,&#x1f913,&#x1f604,&#x1f60d,&#x1f619

26th March 2019,&#x1f600,&#x1f618,&#x1f450,&#x1f427,&#x1f340

25th March 2019,&#x1f914,&#x1f917,&#x1f636,&#x1f619,&#x1f61c

24th March 2019,&#x1f602,&#x1f61c,&#x1f47b,&#x1f427,&#x1f405

23rd March 2019,&#x1f607,&#x1f438,&#x1f618,&#x1f917,&#x1f606

22nd March 2019,&#x1f642,&#x1f643,&#x1f60b,&#x1f636,&#x1f913

21st March 2019,&#x1f607,&#x1f602,&#x1f618,&#x1f61c,&#x1f60b

20th March 2019,&#x1f60d,&#x1f618,&#x1f60a,&#x1f60b,&#x1f4af

19th March 2019,&#x1f642,&#x1f607,&#x1f60d,&#x1f60e,&#x1f914

18th March 2019,&#x1f917,&#x1f617,&#x1f643,&#x1f602,&#x1f60d

17th March 2019,&#x1f619,&#x1f47d,&#x1f61d,&#x1f44a,&#x1f436

16th March 2019,&#x1f603,&#x1f61c,&#x1f917,&#x1f624,&#x1f631

15th March 2019,&#x1f600,&#x1f634,&#x1f981,&#x1f427,&#x1f33b

14th March 2019,&#x1f600,&#x1f642,&#x1f643,&#x1f636,&#x1f604

13th March 2019,&#x1f60a,&#x1f619,&#x1f602,&#x1f60b,&#x1f914

12th March 2019,&#x1f407,&#x1f4a9,&#x1f44a,&#x1f618,&#x1f91e

11th March 2019,&#x1f431,&#x1f3f3&#x1f308,u26e9,&#x1f3b6,&#x1f33a

10th March 2019,&#x1f60a,&#x1f60d,&#x1f60e,&#x1f911,&#x1f625

9th March 2019,&#x1f60d,&#x1f61c,&#x1f917,&#x1f60a,&#x1f607

8th March 2019,&#x1f60a,&#x1f602,&#x1f60e,&#x1f606,&#x1f60b

7th March 2019,&#x1f439,&#x1f439,&#x1f439,&#x1f439,&#x1f439

6th March 2019,&#x1f600,&#x1f607,&#x1f618,&#x1f917,&#x1f911

5th March 2019,&#x1f913,&#x1f60e,&#x1f31e,&#x1f98b,&#x1f435

4th March 2019,&#x1f914,u2744,&#x1f91e,u2600,&#x1f911

3rd March 2019,&#x1f602,&#x1f60d,&#x1f435,&#x1f913,&#x1f60e

2nd March 2019,&#x1f60d,&#x1f911,&#x1f618,&#x1f44a,&#x1f984

1st March 2019,&#x1f47b,&#x1f4a9,&#x1f60d,&#x1f428,&#x1f419

28th February 2019,&#x1f601,&#x1f617,&#x1f61a,&#x1f61e,&#x1f612

27th February 2019,&#x1f609,&#x1f60b,&#x1f607,&#x1f60d,&#x1f606

26th February 2019,&#x1f917,&#x1f607,&#x1f602,&#x1f308,&#x1f61b

25th February 2019,&#x1f60d,&#x1f618,&#x1f601,&#x1f602,&#x1f609

24th February 2019,&#x1f60d,&#x1f618,&#x1f47b,&#x1f601,&#x1f643

23rd February 2019,&#x1f419,&#x1f431,&#x1f425,&#x1f427,&#x1f412

22nd February 2019,&#x1f600,&#x1f618,&#x1f60a,&#x1f60b,&#x1f634

21st February 2019,&#x1f602,&#x1f60d,&#x1f64f,&#x1f631,u2764

20th February 2019,&#x1f60d,&#x1f498,&#x1f352,&#x1f340,&#x1f431

19th February 2019,&#x1f60d,&#x1f917,&#x1f602,&#x1f60b,&#x1f609

18th February 2019,&#x1f434,&#x1f981,&#x1f431,&#x1f43c,&#x1f444

17th February 2019,&#x1f602,&#x1f607,&#x1f643,&#x1f60d,&#x1f606

16th February 2019,&#x1f618,&#x1f602,&#x1f525,&#x1f4b0,&#x1f355

15th February 2019,&#x1f434,&#x1f60d,&#x1f61c,&#x1f914,&#x1f60e

14th February 2019,&#x1f602,&#x1f60d,&#x1f4a9,&#x1f61d,&#x1f911

13th February 2019,&#x1f602,&#x1f618,&#x1f61c,&#x1f911,&#x1f601

12th February 2019,&#x1f917,&#x1f914,&#x1f911,&#x1f601,&#x1f60a

11th February 2019,&#x1f642,&#x1f618,&#x1f44a,&#x1f64f,&#x1f632

10th February 2019,&#x1f609,&#x1f60e,&#x1f60a,&#x1f911,&#x1f914

9th February 2019,&#x1f601,&#x1f609,&#x1f619,&#x1f911,&#x1f914

8th February 2019,&#x1f60d,&#x1f618,&#x1f61c,&#x1f600,&#x1f914

7th February 2019,&#x1f917,&#x1f60a,&#x1f913,&#x1f607,&#x1f914

6th February 2019,&#x1f61c,&#x1f914,&#x1f445,&#x1f333,u270c

5th February 2019,&#x1f60d,&#x1f618,&#x1f64f,&#x1f427,&#x1f422

4th February 2019,&#x1f913,&#x1f4a9,&#x1f47d,&#x1f437,&#x1f351

3rd February 2019,&#x1f602,&#x1f60d,&#x1f436,&#x1f495,&#x1f91e

2nd February 2019,&#x1f606,&#x1f604,&#x1f603,&#x1f600,&#x1f609

1st February 2019,&#x1f607,&#x1f628,&#x1f634,&#x1f602,&#x1f609

31st January 2019,&#x1f604,&#x1f619,&#x1f60e,&#x1f914,&#x1f60b

30th January 2019,&#x1f60d,&#x1f4a9,&#x1f981,&#x1f31e,&#x1f352

29th January 2019,&#x1f917,&#x1f407,&#x1f64f,&#x1f47b,&#x1f493

28th January 2019,&#x1f618,&#x1f602,&#x1f607,&#x1f911,&#x1f61d

27th January 2019,&#x1f60d,&#x1f427,&#x1f988,&#x1f3f3&#x1f308,&#x1f60f

26th January 2019,&#x1f601,&#x1f60a,&#x1f619,&#x1f636,&#x1f600

25th January 2019,&#x1f917,&#x1f607,&#x1f60b,&#x1f60d,&#x1f606

24th January 2019,&#x1f618,&#x1f643,&#x1f917,&#x1f60a,&#x1f60b

23rd January 2019,&#x1f942,&#x1f942,&#x1f91e,&#x1f942,&#x1f942

22nd January 2019,&#x1f600,&#x1f602,&#x1f60d,&#x1f349,&#x1f984

21st January 2019,&#x1f618,&#x1f602,&#x1f609,&#x1f60b,&#x1f60d

20th January 2019,&#x1f601,&#x1f600,&#x1f606,&#x1f60b,&#x1f60e

19th January 2019,&#x1f47b,&#x1f623,&#x1f635,&#x1f618,&#x1f911

18th January 2019,&#x1f602,&#x1f917,&#x1f64f,&#x1f595,&#x1f346

17th January 2019,&#x1f47d,&#x1f4a9,&#x1f479,&#x1f47a,&#x1f31a

16th January 2019,&#x1f600,&#x1f602,&#x1f604,&#x1f61c,&#x1f60d

15th January 2019,&#x1f600,&#x1f60a,&#x1f643,&#x1f415,&#x1f60e

14th January 2019,&#x1f60d,&#x1f60e,&#x1f917,&#x1f61d,&#x1f60a

13th January 2019,&#x1f600,&#x1f607,&#x1f602,&#x1f911,&#x1f60b

12th January 2019,&#x1f917,&#x1f914,&#x1f617,&#x1f607,&#x1f60d

11th January 2019,&#x1f601,&#x1f618,&#x1f60b,&#x1f61c,&#x1f60d

10th January 2019,&#x1f60d,&#x1f602,&#x1f61c,&#x1f631,&#x1f914

9th January 2019,&#x1f31e,&#x1f61a,u2663,&#x1f605,&#x1f91e

8th January 2019,&#x1f60d,&#x1f609,&#x1f60a,&#x1f602,&#x1f606

7th January 2019,&#x1f60d,&#x1f984,&#x1f988,&#x1f435,&#x1f608

6th January 2019,&#x1f914,&#x1f64f,&#x1f437,&#x1f415,u2665

5th January 2019,&#x1f602,&#x1f603,&#x1f60a,&#x1f60d,&#x1f917

4th January 2019,&#x1f60d,&#x1f4a9,&#x1f984,&#x1f37b,&#x1f308

3rd January 2019,&#x1f5f3,u262e,&#x1f917,&#x1f49e,u2604

2nd January 2019,&#x1f608,&#x1f480,&#x1f47d,&#x1f441,&#x1f525

1st January 2019,&#x1f60e,&#x1f4a9,&#x1f648,&#x1f30d,&#x1f385

31st December 2018,&#x1f44a,&#x1f602,&#x1f648,&#x1f1ec&#x1f1e7,&#x1f919

30th December 2018,&#x1f60d,&#x1f602,&#x1f607,&#x1f618,&#x1f911

29th December 2018,&#x1f602,&#x1f60d,&#x1f607,&#x1f643,&#x1f618

28th December 2018,&#x1f60d,&#x1f911,&#x1f61c,&#x1f4a9,&#x1f445

27th December 2018,&#x1f602,&#x1f601,&#x1f609,&#x1f62f,&#x1f61c

26th December 2018,&#x1f602,&#x1f609,&#x1f607,&#x1f60b,&#x1f913

25th December 2018,&#x1f427,&#x1f43c,&#x1f60d,&#x1f60e,&#x1f631

24th December 2018,&#x1f917,&#x1f431,&#x1f340,&#x1f33b,&#x1f427

23rd December 2018,&#x1f60a,&#x1f60b,&#x1f60d,&#x1f643,&#x1f911

22nd December 2018,&#x1f602,&#x1f609,&#x1f61c,&#x1f618,&#x1f60d

21st December 2018,&#x1f441,&#x1f643,&#x1f602,&#x1f917,&#x1f389

20th December 2018,&#x1f913,&#x1f60e,&#x1f607,&#x1f60d,&#x1f61c

19th December 2018,&#x1f607,&#x1f60d,&#x1f618,&#x1f642,&#x1f602

18th December 2018,&#x1f600,&#x1f60a,&#x1f642,&#x1f61c,&#x1f60d

17th December 2018,&#x1f60e,&#x1f913,&#x1f60b,&#x1f60a,&#x1f917

16th December 2018,&#x1f60d,&#x1f61c,&#x1f984,&#x1f308,&#x1f62c

15th December 2018,&#x1f607,&#x1f60d,&#x1f60a,&#x1f61c,&#x1f911

14th December 2018,&#x1f600,&#x1f619,&#x1f917,&#x1f911,&#x1f606

13th December 2018,&#x1f60d,&#x1f602,&#x1f44a,&#x1f981,&#x1f439

12th December 2018,&#x1f61c,&#x1f60d,&#x1f625,&#x1f443,&#x1f421

11th December 2018,&#x1f605,&#x1f62c,&#x1f495,&#x1f625,&#x1f623

10th December 2018,&#x1f601,&#x1f60e,&#x1f64f,&#x1f431,&#x1f341

9th December 2018,&#x1f916,&#x1f385,&#x1f41d,&#x1f34c,&#x1f3af

8th December 2018,&#x1f606,&#x1f607,&#x1f60d,&#x1f914,&#x1f643

7th December 2018,&#x1f642,&#x1f4a9,&#x1f431,&#x1f308,u270c

6th December 2018,&#x1f609,&#x1f60b,&#x1f60d,&#x1f911,&#x1f917

5th December 2018,&#x1f60d,&#x1f911,&#x1f617,&#x1f607,&#x1f917

4th December 2018,&#x1f60d,&#x1f601,&#x1f60b,&#x1f601,&#x1f608

3rd December 2018,&#x1f60d,&#x1f917,&#x1f602,&#x1f60b,&#x1f618

2nd December 2018,&#x1f602,&#x1f618,&#x1f61c,&#x1f493,&#x1f62c

1st December 2018,&#x1f607,&#x1f917,&#x1f602,&#x1f61d,&#x1f914

30th November 2018,&#x1f607,&#x1f602,&#x1f618,&#x1f60b,&#x1f60d

29th November 2018,&#x1f601,&#x1f60a,&#x1f609,&#x1f643,&#x1f60b

28th November 2018,u2764,&#x1f498,u2764,&#x1f498,u2764

27th November 2018,&#x1f619,&#x1f602,&#x1f61c,&#x1f606,&#x1f609

26th November 2018,&#x1f911,&#x1f47d,&#x1f981,&#x1f642,&#x1f60b

25th November 2018,&#x1f4a9,&#x1f914,&#x1f60d,&#x1f607,&#x1f617

24th November 2018,&#x1f602,&#x1f60d,&#x1f61c,&#x1f617,&#x1f608

23rd November 2018,&#x1f602,&#x1f607,&#x1f61d,&#x1f60d,&#x1f913

22nd November 2018,&#x1f60e,&#x1f60b,&#x1f600,&#x1f60a,&#x1f642

21st November 2018,&#x1f911,&#x1f607,&#x1f603,&#x1f61c,&#x1f602

20th November 2018,&#x1f604,&#x1f607,&#x1f60b,&#x1f911,&#x1f60e

19th November 2018,&#x1f917,&#x1f436,&#x1f60d,&#x1f911,&#x1f914

18th November 2018,&#x1f618,&#x1f911,&#x1f608,&#x1f984,&#x1f602

17th November 2018,&#x1f60d,&#x1f618,&#x1f60b,&#x1f61d,&#x1f44a

16th November 2018,&#x1f913,&#x1f60d,&#x1f602,&#x1f914,&#x1f618

15th November 2018,&#x1f60d,&#x1f4a9,&#x1f444,&#x1f600,&#x1f61d

14th November 2018,&#x1f607,&#x1f600,&#x1f602,&#x1f643,&#x1f61c

13th November 2018,&#x1f602,&#x1f60e,&#x1f60a,&#x1f44a,&#x1f612

12th November 2018,&#x1f60e,&#x1f914,&#x1f915,&#x1f608,&#x1f47d

11th November 2018,&#x1f61c,&#x1f60d,&#x1f602,&#x1f643,&#x1f914

10th November 2018,&#x1f60d,&#x1f618,u2764,&#x1f493,&#x1f495

9th November 2018,&#x1f914,&#x1f431,&#x1f596,&#x1f409,&#x1f33b

8th November 2018,&#x1f913,&#x1f60b,&#x1f416,&#x1f4b7,&#x1f3f3&#x1f308

7th November 2018,&#x1f60a,&#x1f917,&#x1f913,&#x1f60b,&#x1f607

6th November 2018,&#x1f60a,&#x1f60d,&#x1f618,u2764,u2764

5th November 2018,&#x1f60d,&#x1f602,&#x1f60a,&#x1f61c,&#x1f60b

4th November 2018,&#x1f61b,&#x1f416,&#x1f444,&#x1f389,&#x1f353

3rd November 2018,&#x1f60b,&#x1f618,&#x1f917,&#x1f913,&#x1f60e

2nd November 2018,&#x1f60d,&#x1f60d,&#x1f60d,&#x1f61d,&#x1f61d

1st November 2018,&#x1f61d,&#x1f47d,&#x1f47b,&#x1f600,&#x1f607

31st October 2018,&#x1f602,&#x1f600,&#x1f601,&#x1f445,&#x1f604

30th October 2018,&#x1f607,&#x1f618,&#x1f917,&#x1f634,&#x1f427

29th October 2018,&#x1f917,&#x1f618,&#x1f911,&#x1f60a,&#x1f602

28th October 2018,&#x1f602,&#x1f914,&#x1f984,&#x1f62c,&#x1f62d

27th October 2018,&#x1f618,&#x1f40c,&#x1f441,&#x1f319,&#x1f47b

26th October 2018,&#x1f618,&#x1f60d,&#x1f911,&#x1f60a,&#x1f601

25th October 2018,&#x1f618,&#x1f602,&#x1f60a,&#x1f60d,&#x1f917

24th October 2018,&#x1f913,&#x1f917,&#x1f60d,&#x1f911,&#x1f60e

23rd October 2018,&#x1f60b,&#x1f913,&#x1f60a,&#x1f619,&#x1f606

22nd October 2018,&#x1f913,&#x1f913,&#x1f607,u2666,&#x1f346

21st October 2018,&#x1f602,&#x1f436,&#x1f60d,&#x1f61c,&#x1f431

20th October 2018,&#x1f914,&#x1f917,&#x1f60a,&#x1f61c,&#x1f911

19th October 2018,&#x1f606,&#x1f60e,&#x1f914,&#x1f643,&#x1f60d

18th October 2018,&#x1f600,&#x1f619,&#x1f911,&#x1f643,&#x1f609

17th October 2018,&#x1f60a,&#x1f34d,&#x1f353,&#x1f607,&#x1f341

16th October 2018,&#x1f446,&#x1f447,&#x1f44a,&#x1f595,&#x1f596

15th October 2018,&#x1f308,&#x1f610,&#x1f353,&#x1f60d,&#x1f643

14th October 2018,&#x1f606,&#x1f609,&#x1f60d,&#x1f984,&#x1f942

13th October 2018,&#x1f917,&#x1f609,&#x1f913,&#x1f60b,&#x1f604

12th October 2018,&#x1f600,&#x1f601,&#x1f438,&#x1f340,&#x1f351

11th October 2018,&#x1f60a,&#x1f607,&#x1f634,&#x1f436,&#x1f91e

10th October 2018,&#x1f602,&#x1f60d,u2665,&#x1f61b,&#x1f601

9th October 2018,&#x1f914,&#x1f61d,&#x1f60b,&#x1f602,&#x1f632

8th October 2018,&#x1f600,&#x1f604,&#x1f60b,&#x1f606,&#x1f61d

7th October 2018,&#x1f437,&#x1f4b8,&#x1f44f,&#x1f41f,&#x1f4a9

6th October 2018,&#x1f47b,&#x1f431,&#x1f46a,&#x1f30d,u26fa

5th October 2018,&#x1f602,&#x1f642,&#x1f635,&#x1f60b,&#x1f636

4th October 2018,&#x1f984,u2620,u264c,u262e,&#x1f916

3rd October 2018,&#x1f917,&#x1f60e,&#x1f62c,&#x1f611,&#x1f4a9

2nd October 2018,&#x1f914,&#x1f636,&#x1f914,&#x1f636,&#x1f914

1st October 2018,&#x1f917,&#x1f913,&#x1f60e,&#x1f61c,&#x1f60d

30th September 2018,&#x1f60a,&#x1f60d,&#x1f61d,&#x1f914,&#x1f913

29th September 2018,&#x1f61c,&#x1f47b,&#x1f634,&#x1f98a,&#x1f988

28th September 2018,&#x1f431,&#x1f405,&#x1f98b,&#x1f61a,&#x1f988

27th September 2018,&#x1f602,&#x1f601,&#x1f607,&#x1f911,&#x1f60a

26th September 2018,&#x1f61c,&#x1f4a9,&#x1f47b,&#x1f419,&#x1f984

25th September 2018,&#x1f60e,&#x1f600,&#x1f607,&#x1f60d,&#x1f618

24th September 2018,&#x1f602,&#x1f911,&#x1f61d,&#x1f60a,&#x1f47b

23rd September 2018,&#x1f602,&#x1f914,&#x1f913,&#x1f61c,&#x1f607

22nd September 2018,&#x1f60d,&#x1f911,&#x1f60e,&#x1f607,&#x1f913

21st September 2018,&#x1f607,&#x1f602,&#x1f608,&#x1f44a,&#x1f595

20th September 2018,&#x1f601,&#x1f609,&#x1f61c,&#x1f47b,&#x1f4a9

19th September 2018,&#x1f617,&#x1f643,&#x1f609,&#x1f60d,&#x1f604

18th September 2018,&#x1f354,&#x1f98b,&#x1f91e,&#x1f3f3&#x1f308,&#x1f618

17th September 2018,&#x1f60d,&#x1f61c,&#x1f618,&#x1f911,&#x1f914

16th September 2018,&#x1f914,&#x1f60d,&#x1f619,&#x1f911,&#x1f913

15th September 2018,&#x1f412,&#x1f981,&#x1f31e,&#x1f308,&#x1f407

14th September 2018,&#x1f602,&#x1f619,&#x1f60d,&#x1f917,&#x1f60e

13th September 2018,&#x1f602,&#x1f917,&#x1f913,&#x1f914,&#x1f633

12th September 2018,&#x1f618,&#x1f60a,&#x1f914,&#x1f607,&#x1f60d

11th September 2018,&#x1f917,&#x1f60d,&#x1f607,&#x1f619,&#x1f60e

10th September 2018,&#x1f595,&#x1f618,&#x1f60d,&#x1f445,&#x1f984

9th September 2018,&#x1f60d,&#x1f61c,&#x1f618,&#x1f600,&#x1f602

8th September 2018,&#x1f600,&#x1f47b,&#x1f409,&#x1f436,&#x1f341

7th September 2018,&#x1f601,&#x1f607,&#x1f60d,&#x1f917,&#x1f60e

6th September 2018,&#x1f45d,&#x1f41d,&#x1f311,&#x1f34c,&#x1f6c0

5th September 2018,&#x1f61c,&#x1f602,&#x1f60d,&#x1f911,&#x1f631

4th September 2018,&#x1f984,&#x1f917,&#x1f602,&#x1f914,&#x1f444

3rd September 2018,&#x1f600,&#x1f60a,&#x1f60d,&#x1f618,&#x1f609

2nd September 2018,u270c,u270c,u270c,&#x1f352,u2600

1st September 2018,&#x1f917,&#x1f618,&#x1f608,&#x1f61d,&#x1f607

31st August 2018,&#x1f61d,&#x1f607,&#x1f618,&#x1f911,&#x1f61c

30th August 2018,&#x1f98a,&#x1f411,&#x1f634,&#x1f60e,&#x1f431

29th August 2018,&#x1f60d,&#x1f917,&#x1f61c,&#x1f618,&#x1f431

28th August 2018,&#x1f911,&#x1f617,&#x1f61c,&#x1f917,&#x1f600

27th August 2018,&#x1f61d,&#x1f607,&#x1f61c,&#x1f60e,&#x1f617

26th August 2018,&#x1f61a,&#x1f4af,u2665,&#x1f911,&#x1f61c

25th August 2018,&#x1f911,&#x1f618,&#x1f61c,&#x1f607,&#x1f634

24th August 2018,&#x1f607,&#x1f619,&#x1f913,&#x1f60d,&#x1f600

23rd August 2018,&#x1f631,&#x1f602,&#x1f431,&#x1f98a,u2764

22nd August 2018,&#x1f914,&#x1f604,&#x1f607,&#x1f60d,&#x1f619

21st August 2018,&#x1f984,&#x1f344,&#x1f353,&#x1f349,u2764

20th August 2018,&#x1f91e,&#x1f495,&#x1f407,&#x1f412,&#x1f634

19th August 2018,&#x1f600,&#x1f913,&#x1f60b,&#x1f60e,&#x1f602

18th August 2018,&#x1f602,&#x1f917,&#x1f427,&#x1f388,&#x1f3f3&#x1f308

17th August 2018,&#x1f60d,&#x1f917,&#x1f43c,&#x1f340,u2764

16th August 2018,&#x1f434,&#x1f428,&#x1f600,&#x1f607,&#x1f31e

15th August 2018,&#x1f917,&#x1f607,&#x1f643,&#x1f618,&#x1f60e

14th August 2018,&#x1f607,&#x1f607,&#x1f618,&#x1f607,&#x1f607

13th August 2018,&#x1f60d,&#x1f60b,&#x1f602,&#x1f917,&#x1f61d

12th August 2018,&#x1f61c,&#x1f60d,&#x1f913,&#x1f911,&#x1f4a9

11th August 2018,&#x1f914,&#x1f609,&#x1f642,&#x1f619,&#x1f917

10th August 2018,&#x1f606,&#x1f602,&#x1f60d,&#x1f618,&#x1f61d

9th August 2018,&#x1f602,&#x1f60d,&#x1f911,&#x1f914,&#x1f618

8th August 2018,&#x1f617,&#x1f60a,&#x1f61c,&#x1f643,&#x1f917

7th August 2018,&#x1f61d,&#x1f607,&#x1f618,&#x1f911,&#x1f61c

6th August 2018,&#x1f914,&#x1f613,&#x1f61c,&#x1f600,&#x1f634

5th August 2018,&#x1f617,&#x1f917,&#x1f604,&#x1f609,&#x1f60c

4th August 2018,&#x1f602,&#x1f917,&#x1f60d,&#x1f61c,&#x1f913

3rd August 2018,&#x1f642,&#x1f60e,&#x1f60d,&#x1f61d,&#x1f60a

2nd August 2018,&#x1f984,&#x1f48e,&#x1f61d,&#x1f98b,&#x1f618

1st August 2018,&#x1f607,&#x1f913,&#x1f61c,&#x1f596,&#x1f308

31st July 2018,&#x1f911,&#x1f606,&#x1f914,&#x1f600,&#x1f60a

30th July 2018,&#x1f340,&#x1f61b,&#x1f942,&#x1f3f3&#x1f308,u2665

29th July 2018,&#x1f911,&#x1f602,&#x1f917,&#x1f61c,&#x1f60a

28th July 2018,&#x1f61c,&#x1f602,&#x1f618,&#x1f61d,&#x1f917

27th July 2018,&#x1f60d,&#x1f642,&#x1f609,&#x1f915,&#x1f613

26th July 2018,&#x1f634,&#x1f635,&#x1f624,&#x1f623,&#x1f47d

25th July 2018,&#x1f333,&#x1f60d,&#x1f602,&#x1f981,&#x1f444

24th July 2018,&#x1f31e,&#x1f341,&#x1f607,&#x1f308,u263a

23rd July 2018,&#x1f60d,u2728,&#x1f48d,&#x1f42f,u26bd

22nd July 2018,&#x1f618,&#x1f602,&#x1f60b,&#x1f917,u2764

21st July 2018,&#x1f618,&#x1f600,&#x1f61c,&#x1f911,&#x1f917

20th July 2018,&#x1f911,&#x1f4a9,&#x1f47b,&#x1f420,&#x1f308

19th July 2018,&#x1f618,&#x1f61c,&#x1f604,&#x1f60d,&#x1f914

18th July 2018,&#x1f600,&#x1f602,&#x1f60d,&#x1f914,&#x1f608

17th July 2018,&#x1f60d,&#x1f61a,&#x1f60b,&#x1f618,&#x1f917

16th July 2018,&#x1f64f,&#x1f427,&#x1f431,&#x1f340,&#x1f4b7

15th July 2018,&#x1f340,&#x1f431,&#x1f596,&#x1f344,&#x1f480

14th July 2018,&#x1f603,&#x1f601,&#x1f61c,&#x1f60b,&#x1f917

13th July 2018,u2764,&#x1f981,&#x1f60d,&#x1f44a,&#x1f60b

12th July 2018,&#x1f914,&#x1f917,&#x1f911,&#x1f607,&#x1f60a

11th July 2018,&#x1f602,&#x1f917,&#x1f61c,&#x1f606,&#x1f914

10th July 2018,&#x1f913,&#x1f47b,&#x1f412,&#x1f33b,&#x1f54b

9th July 2018,&#x1f602,&#x1f607,&#x1f60d,&#x1f618,u2764

8th July 2018,&#x1f602,&#x1f60e,&#x1f914,&#x1f911,&#x1f64f

7th July 2018,&#x1f608,&#x1f634,&#x1f446,&#x1f616,&#x1f632

6th July 2018,&#x1f60d,&#x1f60d,&#x1f60d,&#x1f60d,&#x1f619

5th July 2018,&#x1f60d,&#x1f44a,&#x1f431,&#x1f33b,&#x1f346

4th July 2018,&#x1f600,&#x1f602,&#x1f60e,&#x1f911,&#x1f60a

3rd July 2018,&#x1f422,&#x1f355,&#x1f60f,&#x1f369,&#x1f4b0

2nd July 2018,&#x1f61c,&#x1f913,&#x1f604,&#x1f60d,&#x1f600

1st July 2018,&#x1f3f3&#x1f308,&#x1f602,&#x1f98a,&#x1f495,&#x1f389

30th June 2018,&#x1f60a,&#x1f60d,&#x1f636,&#x1f911,&#x1f607

29th June 2018,&#x1f603,&#x1f607,&#x1f61c,&#x1f60a,&#x1f642

28th June 2018,&#x1f61c,&#x1f911,&#x1f60e,&#x1f602,&#x1f607

27th June 2018,&#x1f601,&#x1f60a,&#x1f60d,&#x1f602,&#x1f422

26th June 2018,&#x1f602,&#x1f60d,&#x1f607,&#x1f422,&#x1f353

25th June 2018,&#x1f606,&#x1f618,&#x1f61c,&#x1f607,&#x1f914

24th June 2018,&#x1f911,&#x1f914,&#x1f618,&#x1f607,&#x1f917

23rd June 2018,&#x1f602,&#x1f618,&#x1f601,&#x1f914,&#x1f61c

22nd June 2018,&#x1f917,&#x1f91e,&#x1f60e,&#x1f47d,&#x1f412

21st June 2018,&#x1f984,&#x1f604,&#x1f606,&#x1f602,&#x1f525

20th June 2018,&#x1f98b,&#x1f346,&#x1f340,&#x1f431,&#x1f4a9

19th June 2018,&#x1f914,&#x1f917,&#x1f98a,&#x1f60c,u2666

18th June 2018,&#x1f60d,&#x1f61c,&#x1f600,&#x1f917,&#x1f911

17th June 2018,&#x1f60d,&#x1f917,&#x1f618,&#x1f984,&#x1f3f3&#x1f308

16th June 2018,&#x1f600,&#x1f602,&#x1f606,&#x1f617,&#x1f914

15th June 2018,&#x1f48f,&#x1f48d,u26c4,&#x1f377,&#x1f3c9

14th June 2018,&#x1f618,&#x1f917,&#x1f409,&#x1f308,&#x1f610

13th June 2018,&#x1f607,&#x1f60a,&#x1f643,&#x1f60b,&#x1f608

12th June 2018,&#x1f98a,&#x1f416,&#x1f448,&#x1f64f,&#x1f601

11th June 2018,&#x1f914,&#x1f61c,&#x1f607,&#x1f911,&#x1f609

